VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Yemen,2020,0.623646565,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Yemen,2021,0.615422498,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Zambia,2018,0.039711045,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Zambia,2019,0.034490833,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Zambia,2020,0.034894583,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Zambia,2021,0.036154808,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Zimbabwe,2018,0.037679774,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Zimbabwe,2019,0.040465265,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Zimbabwe,2020,0.034236067,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Irrigated Agriculture Water Use Efficiency,Zimbabwe,2021,0.03671253,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Afghanistan,2018,59.374833655,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Afghanistan,2019,57.988671875,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Afghanistan,2020,55.58494213,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Afghanistan,2021,38.298908711,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Albania,2018,31.522009602,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Albania,2019,27.977527139,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Albania,2020,28.552883414,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Albania,2021,31.270871287,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Algeria,2018,22.594418777,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Algeria,2019,23.408284776,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Algeria,2020,23.729539676,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Algeria,2021,22.093948336,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Angola,2018,151.595078599,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Angola,2019,147.014525231,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Angola,2020,137.509843447,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Angola,2021,123.343291994,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Antigua and Barbuda,2018,149.505662597,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Antigua and Barbuda,2019,159.519469863,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Antigua and Barbuda,2020,125.956701606,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Antigua and Barbuda,2021,126.277136617,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Argentina,2018,62.20464411,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Argentina,2019,59.996987304,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Argentina,2020,53.654527669,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Argentina,2021,59.830144134,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Armenia,2018,9.654817283,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Armenia,2019,12.061550584,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Armenia,2020,10.419220568,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Armenia,2021,11.764905485,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Australia,2018,399.410146712,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Australia,2019,369.149832112,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Australia,2020,400.156307486,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Australia,2021,393.454025092,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Austria,2018,334.416308495,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Austria,2019,337.007154804,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Austria,2020,315.629800151,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Austria,2021,326.300484362,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Azerbaijan,2018,44.375381494,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Azerbaijan,2019,49.244568162,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Azerbaijan,2020,51.505641507,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Azerbaijan,2021,51.145638894,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bahamas,2018,308.593477142,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bahamas,2019,309.536337501,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bahamas,2020,253.223399508,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bahamas,2021,284.15046007,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bahrain,2018,70.862919207,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bahrain,2019,71.183549511,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bahrain,2020,70.165833229,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bahrain,2021,70.414292216,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bangladesh,2018,41.404561515,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bangladesh,2019,44.678028187,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bangladesh,2020,46.900251669,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bangladesh,2021,49.827892153,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Barbados,2018,179.770853558,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Barbados,2019,181.429958731,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Barbados,2020,157.48203459,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Barbados,2021,152.70659529,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belarus,2018,56.530579395,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belarus,2019,55.656111381,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belarus,2020,56.132388231,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belarus,2021,51.927602999,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belgium,2018,469.061828198,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belgium,2019,478.70516924,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belgium,2020,455.461698771,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belgium,2021,478.899023651,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belize,2018,127.315788363,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belize,2019,133.436578465,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belize,2020,113.47761874,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Belize,2021,129.679609143,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Benin,2018,45.267339183,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Benin,2019,47.632936206,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Benin,2020,49.40771107,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Benin,2021,50.795292215,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bhutan,2018,70.973305548,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bhutan,2019,81.625641264,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bhutan,2020,80.309251933,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bhutan,2021,71.277809435,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bolivia (Plurinational State of),2018,79.518391046,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bolivia (Plurinational State of),2019,80.07415094,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bolivia (Plurinational State of),2020,74.74274677,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bolivia (Plurinational State of),2021,77.316523925,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bosnia and Herzegovina,2018,33.873742163,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bosnia and Herzegovina,2019,35.918181974,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bosnia and Herzegovina,2020,35.109991939,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bosnia and Herzegovina,2021,37.855701038,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Botswana,2018,97.30931106,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Botswana,2019,101.72671558,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Botswana,2020,91.379968114,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Botswana,2021,83.316560345,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Brazil,2018,73.838709455,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Brazil,2019,74.758293663,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Brazil,2020,70.936847326,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Brazil,2021,69.722220162,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Brunei Darussalam,2018,32.339860011,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Brunei Darussalam,2019,34.356827051,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Brunei Darussalam,2020,37.727468851,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Brunei Darussalam,2021,33.697608193,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bulgaria,2018,41.163863179,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bulgaria,2019,42.854337529,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bulgaria,2020,42.672461983,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Bulgaria,2021,47.468789223,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Burkina Faso,2018,16.768210392,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Burkina Faso,2019,18.291331169,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Burkina Faso,2020,16.996485686,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Burkina Faso,2021,18.729978373,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Burundi,2018,30.586367648,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Burundi,2019,32.962065712,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Burundi,2020,31.439953545,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Burundi,2021,31.532270809,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cabo Verde,2018,7.615482508,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cabo Verde,2019,7.657362256,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cabo Verde,2020,5.778946877,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cabo Verde,2021,7.406205887,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cambodia,2018,90.669415171,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cambodia,2019,95.506006688,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cambodia,2020,86.31641438,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cambodia,2021,82.248586063,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cameroon,2018,76.223825599,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cameroon,2019,79.685988563,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cameroon,2020,81.606963601,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Cameroon,2021,83.245640737,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Canada,2018,236.252377253,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Canada,2019,242.3945746,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Canada,2020,229.809952256,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Canada,2021,240.34961402,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Central African Republic,2018,13.961509408,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Central African Republic,2019,14.349084626,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Central African Republic,2020,14.500120721,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Central African Republic,2021,14.642858474,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Chad,2018,44.407012043,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Chad,2019,49.864366194,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Chad,2020,51.188255715,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Services Water Use Efficiency,Chad,2021,41.226712207,US$/m3,E,False
